School,School,State,join_id,operation_dates,religions_identified,tribes_identified,DOI deceased,WP deceased,DOI burial sites,WP burial sites,other_names,Latitude,Longitude,Verified
Arapaho Manual Labor and Boarding School,Arapaho Manual Labor and Boarding School,OK,282,1872 - 1909,Quaker; Religious Society of Friends,"Arapaho, Arapahoe; Cheyenne Arapaho, Oklahoma",0,0,,,Arapaho Industrial Boarding School; Arapaho Boarding School,35.5730043,-98.006186,APPROX
Cache Creek Mission School,Cache Creek Mission School,OK,285,1885 - 1917,Reformed Church,"Comanche; Kiowa Apache, Plains Apache; Wichita, Kitikiti'sh",0,0,1 onsite,,Cache Creek Boarding,34.87571,-98.446511,TRUE
Chishoktak Boarding and Day School,Chishoktak Boarding and Day School,OK,289,1904 - 1911,,Choctaw,0,0,,,,33.9161988,-96.0107416,APPROX
Darlington Mission School,Darlington Mission School,OK,290,1871 - 1902,Mennonite,"Arapaho, Arapahoe",0,0,,,"Cheyenne and Arapaho Mennonite Boarding School; Mennonite Manual Labor and Boarding
School",35.57914329,-98.01197029,TRUE
Mary Gregory Memorial Mission School,Mary Gregory Memorial Mission School,OK,292,1896 - 1909,Presbyterian,"Kiowa Apache, Plains Apache",0,0,,,,35.0799871,-98.1810356,APPROX
Murray State School of Agriculture,Murray State School of Agriculture,OK,293,1908 - Open,,"Cherokee; Chickasaw, Chikashsha; Choctaw; Creek, Muscogee, Mvskoke; Seminole",0,0,,,Murray State College,34.22030556,-96.67163889,TRUE
Oklahoma Presbyterian College for Girls,Oklahoma Presbyterian College for Girls,OK,294,1894 - 1966,Presbyterian,"Cherokee; Chickasaw, Chikashsha; Choctaw; Creek, Muscogee, Mvskoke; Seminole",0,0,,,Calvin Institute; Durant Presbyterian College,33.9999839,-96.3927739,TRUE
Emahaka Academy,Emahaka Academy,OK,302,1894 - 1914,Presbyterian Mission Board,"Freedmen, Freedwomen; Seminole",0,0,,,Emahaka Mission,35.087348,-96.493425,TRUE
McCabe Boarding School,McCabe Boarding School,OK,304,1889 - 1893,Women's Home Missionary Society,Osage from Pawhuska,0,0,,,Pawhuska Boarding School,36.66219444,-96.32916667,FALSE
Mekusukey Academy,Mekusukey Academy,OK,305,1891 - 1931,Presbyterian Mission Board,"Creek, Muscogee, Mvskoke; Freedmen, Freedwomen; Seminole; Seminole, Oklahoma",0,0,,,Mekusukey Male Academy; Mikasukey School,35.1884211,-96.7096582,TRUE
St. Mary's Mission School,St. Mary's Mission School,OK,311,1893 - 1928,Sisters of Divine Providence,Quapaw,0,0,,,St. Mary's of the Quapaw; St. Mary's Mission and School in Oklahoma; St. Mary's School for Indians,36.93254,-94.75434,TRUE
Wewoka Mission School,Wewoka Mission School,OK,312,1868 - 1892,Presbyterian Mission Board,Muscogee Creek of Oklahoma; Seminole,0,0,,,Ramsey Mission School,35.1717127,-96.4942443,APPROX
Colbert Institute,Colbert Institute,OK,315,1854 - 1861,Methodist,"Chickasaw, Chikashsha",0,0,,,Calbert Institute,34.87216667,-95.82994444,FALSE
Coweta Boarding School,Coweta Boarding School,OK,316,1840 - 1907,Presbyterian,"Creek, Muscogee, Mvskoke; Five Tribes, Five Civilized Tribes",0,0,1 onsite,,"Kowetah Mission; Kowetah Manual Labor Boarding School; Creek Manual Labor Boarding
School; Creek Agency School",35.931111,-95.643611,TRUE
Creek Orphan Home,Creek Orphan Home,OK,317,1891 - 1910,,"Creek, Muscogee, Mvskoke",0,0,,,Creek Orphan Asylum; Colored Orphan Home (Creek),35.627702,-95.940411,TRUE
El Meta Bond College,El Meta Bond College,OK,318,1894 - 1921,Christian,"Chickasaw, Chikashsha; Choctaw",0,0,,,El Meta Christian College,35.31605556,-97.94636111,TRUE
Norwalk Academy for Boys,Norwalk Academy for Boys,OK,322,1842 - 1854,Methodist,Choctaw,0,0,,,,35.28144444,-94.59272222,APPROX
Nuyaka School and Orphanage,Nuyaka School and Orphanage,OK,323,1882 - 1933,Baptist; Board of Foreign Missions of the Presbyterian Church,"Creek, Muscogee, Mvskoke; Five Tribes, Five Civilized Tribes",0,0,,,,35.649108,-96.162456,TRUE
St. Agnes Academy,St. Agnes Academy,OK,327,1897 - 1932,Catholic; Sisters of Divine Providence,"Chickasaw, Chikashsha; Choctaw",0,0,,,St. Agnes Academy and Boarding School; St. Agnes Boarding School for Boys,34.17167199,-97.13477727,TRUE
St. Agnes Mission,St. Agnes Mission,OK,328,1897 - 1945,Catholic,Choctaw,0,0,,,St. Agnes Academy for Girls,34.2317122,-95.6153506,TRUE
St. John's School for Osage Indian Boys,St. John's School for Osage Indian Boys,OK,329,1888 - 1913,Catholic,Osage,0,0,1 offsite,,St. John's Mission Boarding School,36.5955599,-96.5397663,TRUE
St. Joseph's School,St. Joseph's School,OK,330,1899 - 1940,Catholic,"Chickasaw, Chikashsha; Choctaw; Osage",0,0,,,St. Joseph's Catholic Boarding School; St. Joseph Orphan School; St. Joseph Convent and Academy; St. Joseph's Academy,35.049415,-97.942003,TRUE
Tuskahoma Female Academy,Tuskahoma Female Academy,OK,332,1892 - 1927,,Choctaw,0,0,,,Tuskahoma Institute; Tushkahoma Female Institute; Tushkahoma Female Academy,34.64589,-95.321941,TRUE
Burney Institute,Burney Institute,OK,333,1854 - 1910,,"Chickasaw, Chikashsha; Five Tribes, Five Civilized Tribes",0,0,1 onsite,,Lebanon Orphan School; Chickasaw Orphan Home and Manual Labor School,33.979446,-96.8887714,TRUE
Cantonment Boarding School,Cantonment Boarding School,OK,334,1884 - 1927,Mennonite,"Arapaho, Arapahoe; Cheyenne",0,0,,,Mennonite Boarding; Mennonite Manual Labor and Boarding School at Cantonment,36.1000043,-98.6197971,TRUE
Collins Institute,Collins Institute,OK,336,1856 - 1917,,"Chickasaw, Chikashsha; Five Tribes, Five Civilized Tribes",0,0,,,,34.628269,-96.59092,TRUE
Rainy Mountain Boarding School,Rainy Mountain Boarding School,OK,340,1893 - 1920,,"Kiowa Apache, Plains Apache",0,0,,,,34.99464,-98.844931,TRUE
Red Moon Boarding School,Red Moon Boarding School,OK,341,1897 - 1924,,Cheyenne,0,0,,,Red Moon Day School,35.646878,-99.355441,APPROX
St. Elizabeth's Boarding School,St. Elizabeth's Boarding School,OK,344,1888 - 1948,Catholic,"Chickasaw, Chikashsha; Choctaw",0,0,,,St. Elizabeth's Convent; St. Elisabeth's Academy,35.0163765,-97.3630525,TRUE
Forest Grove Indian Training School,Forest Grove Indian Training School,OR,353,1880 - 1885,,"Alaskan; Chehalis; Nisqually, Nisqualli; Oyster Bay; Paiute, Pi-Ute; Pit River; Puyallup; Snohomish; Spokane; Umatilla; Wasco, Wishram, Chinook from Warm Springs",0,0,1 onsite,,Forest Grove Manual Training School,45.5209736,-123.1187404,TRUE
Simnasho Boarding and Day School,Simnasho Boarding and Day School,OR,356,1880 - 1895,Presbyterian,"Northern Paiute from Warm Springs; Paiute, Pi-Ute; Puyallup; Wasco, Wishram",0,0,,,Sin-e-ma-sho Boarding School; Sinemasho School,,,
Martinsburg School,Martinsburg School,PA,361,1885 - 1888,,Oneida; Osage,0,0,,,Juniata Institute,40.31016772,-78.32000597,TRUE
Ascension Girls Boarding School,Ascension Girls Boarding School,SD,362,1880 - 1886,Presbyterian,Sisseton Wahpeton Oyate Sioux,0,0,,,Indian School at Iyakaptope; Indian School at Iyakaptapi; Ascension Day School,45.46234392,-97.05372167,TRUE
Good Will Mission Boarding School,Good Will Mission Boarding School,SD,363,1870 - 1912,Presbyterian,Sisseton Wahpeton Oyate Sioux,0,0,,,Goodwill Mission Boarding School; Good-Will Mission School,45.55969625,-97.06138957,TRUE
Grand River Boarding School,Grand River Boarding School,SD,364,1893 - 1911,,Standing Rock Sioux,0,0,,,,45.67830556,-100.7882222,FALSE
Hare Industrial School,Hare Industrial School,SD,365,1929 - 1979,Episcopal; Presbyterian,Rosebud Sioux,0,0,,,Bishop Hare Industrial School; Bishop Hare Mission Home,43.29700043,-100.6668138,TRUE
St. Benedict Mission School,St. Benedict Mission School,SD,368,1878 - 1961,Catholic,"Hunkpapa Lakota, Sioux; Standing Rock Sioux",0,0,,,Indian Farm School; St. Benedict Mission Farm School; Martin Kenel Boarding School; Standing Rock Agricultural Boarding School,45.851421,-100.459953,TRUE
St. Elizabeth's School,St. Elizabeth's School,SD,369,1886 - 1967,Episcopal,Cheyenne River Sioux; Standing Rock Sioux,0,0,,,St. Elizabeth's Mission School,45.637574,-100.517331,TRUE
Fort Bennett Boarding School,Fort Bennett Boarding School,SD,373,1880 - 1894,,Cheyenne River Sioux,0,0,,,Cheyenne River Agency Boarding School for Indian Boys,44.696721,-100.701754,PARTIAL
Grace Mission Home Boarding and Day School,Grace Mission Home Boarding and Day School,SD,374,1888 - 1903,Protestant Episcopal,Crow Creek Sioux,0,0,,,Grace Howard Mission Boarding and Day School; Grace Howard Boarding and Day School; Grace School,43.973053,-99.26732,TRUE
Hope Indian Boarding School,Hope Indian Boarding School,SD,375,1880 - 1923,Episcopal,Flandreau Santee Sioux,0,0,,,Springfield Indian Boarding School,42.85325,-97.89005556,FALSE
St. Joseph's Indian School,St. Joseph's Indian School,SD,383,1927 - Open,Catholic,Cheyenne River Sioux; Turtle Mountain Band of Chippewa,0,0,,,,43.82735609,-99.32315384,TRUE
St. Mary's Episcopal School for Indian Girls,St. Mary's Episcopal School for Indian Girls,SD,384,1885 - 2011,Episcopal,"Oneida, Wisconsin: Sioux",0,0,,,"St. Mary's Industrial Boarding School for Boys and Girls; St. Mary's Mission Boarding;
Ascension Chapel at St. Mary's; Springfield Academy",42.85919444,-97.88819444,FALSE
Cheyenne-Eagle Butte Boarding School,Cheyenne-Eagle Butte Boarding School,SD,386,1959 - Open,,Cheyenne River Sioux,0,0,,,Cheyenne River Community School; Cheyenne-Eagle Butte School*,"45.00074642905775,",-101.2371896,TRUE
Plum Creek Boarding School,Plum Creek Boarding School,SD,389,1895 - 1904,Society for Propagating the Gospel,Cheyenne River Sioux,0,0,,,,43.41972222,-97.77955556,FALSE
St. Paul's Indian Mission School,St. Paul's Indian Mission School,SD,391,1874 - Open,Episcopal,"Yankton Sioux, Yanktonai",0,0,,,"St. Paul's Mission Boarding; St. Paul's Boarding School; Episcopal Mission School; Marty
Indian School*",42.99456107,-98.42514854,TRUE
Brainerd Mission School,Brainerd Mission School,TN,393,1817 - 1838,American Board of Commissioners for Foreign Missions (ABCFM),Cherokee,0,0,1 onsite,,Brainard Mission School; Chickamauga Mission,35.01001513,-85.21308171,TRUE
Navajo Faith Mission School,Navajo Faith Mission School,UT,395,1899 - 1917,"Independent, Nonsectarian Missionary","Navajo, Navaho, Dine",0,0,,,Navajo Mission Boarding; Aneth (Navaho Mission),37.22722499,-109.1976622,FALSE
St. George Southern Utah Boarding,St. George Southern Utah Boarding,UT,400,1900 - 1904,,"Kaibab Band of Paiute; Shivwits Band of Paiute, Shebits, Utah; Ute Indian Tribe of the Uintah and Ouray",0,0,,,Shebit School; Southern Utah Boarding School,37.12391667,-113.5580278,FALSE
St. Mary's Mission School,St. Mary's Mission School,WA,404,1886 - Open,Catholic Bureau of Indian Missions,Colville,0,0,,1 onsite,Paschal Sherman Indian School*,48.374,-119.448,TRUE
Chehalis Boarding and Day School,Chehalis Boarding and Day School,WA,408,1887 - 1920,,"Chehalis; Nisqually, Nisqualli; Puyallup; Squaxin Island, Squaxon",0,0,,,Chehalis School; Puyallup-Chehalis School,46.83961111,-123.2275556,FALSE
St. Joseph's Boarding School,St. Joseph's Boarding School,WA,411,1888 - 1889,Catholic,"Yakama, Yakima",0,0,,,North Yakima: St. Joseph's Boarding School,46.60713661,-120.5034214,PARTIAL
Bayfield Mission Boarding and Day School,Bayfield Mission Boarding and Day School,WI,418,1880 - 1999,Catholic,"Fond du Lac Band Chippewa, Minnesota; Ojibwe, Ojibwa, Saulteaux",0,0,,,Holy Family Mission School,46.8146489,-90.81434703,TRUE
Saint Mary's Catholic Indian Boarding School,Saint Mary's Catholic Indian Boarding School,WI,424,1883 - Open,Catholic,"Fond du Lac Band Chippewa, Minnesota",0,0,,,"Odanah St. Mary's Mission Boarding School; Odanah Boarding and Day School; St. Mary's
Mission and School*",46.60905,-90.699398,TRUE
Zoar Mission Boarding School,Zoar Mission Boarding School,WI,428,1904 - 1908,Lutheran,"Menominee, Menomini, Mamaceqtaw",0,0,,,Menominee (Zoar Mission) School,45.014842,-88.900515,TRUE
Arapaho Boarding and Day School,Arapaho Boarding and Day School,WY,429,1878 - 1881,,"Northern Arapaho from Wind River, Wyoming",0,0,,,Northern Arapahoe Boarding School,,,
Shoshone Boarding and Day School,Shoshone Boarding and Day School,WY,430,1879 - 1883,,"Arapaho, Arapahoe; Goshute, Deer Creek, Snake Creek, Newe, Newenee, Shoshone; Shoshone Bannock; Sioux",0,0,,,Shoshone and Bannock Boarding and Day School; Eastern Shoshone,,,
Shoshone-Episcopal Mission Boarding School,Shoshone-Episcopal Mission Boarding School,WY,431,1892 - 1945,Episcopal,"Shoshone, Shoshoni, Snake",0,0,,,"Shoshone-Episcopal Mission Boarding School; Shoshone School for Indian Girls; Robert's
School; Shoshoni Mission School",42.9855,-108.9123,TRUE
St. Michael's Mission,St. Michael's Mission,WY,432,1912 - 1956,Catholic; Episcopal,"Arapaho, Arapahoe",0,0,,,The Church of Our Father's House,43.025598,-108.773492,TRUE
Wills Town Mission School,Wills Town Mission School,AL,435,1823 - 1838,American Board of Commissioners for Foreign Missions (ABCFM),"Cherokee; Chickasaw, Chikashsha",0,0,1 onsite,,Willstown Mission School,34.443583,-85.719983,TRUE
Methvin Institute,Methvin Institute,OK,438,1890 - 1908,Methodist,"Kiowa Apache, Plains Apache",0,0,,,Methodist Episcopal Mission Boarding School; M.E. Mission Boarding School,35.0753595,-98.252054,APPROX
Asbury Manual Labor School,Asbury Manual Labor School,OK,440,1847 - 1892,Methodist,"Creek, Muscogee, Mvskoke; Menominee, Menomini, Mamaceqtaw",0,0,1 offsite,,,35.3057675,-95.360559,APPROX
Choctaw and Chickasaw Sanatorium School,Choctaw and Chickasaw Sanatorium School,OK,441,1912 - 1999,,"Chickasaw, Chikashsha; Choctaw",0,0,,,"Choctaw and Chickasaw Sanatorium; Choctaw-Chickasaw Sanatorium; Talihina Indian
Tuberculosis Hospital",34.8052662,-95.29051,APPROX
Lone Wolf Boarding School,Lone Wolf Boarding School,OK,443,1890 - 1910,American Baptist Home Mission Society,Kiowa,0,0,,,Lone Wolf Mission School,,,
St. Francis Regis Mission School,St. Francis Regis Mission School,WA,446,1873 - 1921,Catholic,"Chewelah, Lower Spokane; Colville",0,0,,,Saint Francis; St. Francis Xavier Boarding,48.60476783,-118.0238657,TRUE
Stickney Home Mission School for Indians,Stickney Home Mission School for Indians,WA,447,1890 - 1909,Methodist; Methodist Episcopal,Nooksack,0,0,,,"Stickney Memorial Home and Industrial School; Stickney Day School; Nooksack Boarding
School; Lummi Boarding School",,,
Industrial and Reformatory School for Girls,Industrial and Reformatory School for Girls,HI,99,1904 - 1913 | 1913 - 1929 | 1929 - Open,,Native Hawaiian,0,0,,,"Maunawili Training Schools for Girls; Kawailoa Training School for Girls; Olomana School;
Kawailoa Girls' Home; Hawaii Youth Correctional Facility*",21.3211929,-157.8671597,PARTIAL
St. Michael's Manual Labor School,St. Michael's Manual Labor School,ND,258,1874 - 1885 | 1880 - 1890,Catholic; Grey Nuns,Sioux,0,0,,,"St. Michael's Mission School; Seven Dolors Mission; Devils Lake Agency Industrial Boarding
School; Grey Nuns School; Little Flower School",47.984633,-98.871105,TRUE
C. L. Halls' Congregational Mission Home School,C. L. Halls' Congregational Mission Home School,ND,260,1876 - 1904 | 1892 - 1940,American Missionary Association; Congregational Church,"Arikara, Arickaree, Arikaree; Gros Ventre, Aaniiih; Mandan, Mantannes, Mayadana; Three Affiliated Tribes of Fort Berthold, Mandan, Hidatsa, Arikara",0,0,,,"Charles Lemon Hall; Fort Berthold Mission Boarding and Day School; Fort Berthold Indian
Mission School",47.584728,-102.153229,FALSE
Cherokee Female Seminary,Cherokee Female Seminary,AZ,277,1852 - 1889 | 1889 - 1909,Board of Foreign Missions of the Presbyterian Church,"Cherokee; Chickasaw, Chikashsha; Five Tribes, Five Civilized Tribes; Kiowa",0,0,,,Cherokee Academy,35.86747222,-94.95591667,TRUE
Sacred Heart Mission School,Sacred Heart Mission School,OK,296,1880 - 1946 | 1880 - 1946,Catholic,"Osage; Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Shawnee",0,0,1 onsite,,St. Benedict's Industrial School; Sacred Heart Mission Boarding School; St. Benedict's College; Sacred Heart College; St. Mary's Academy; St. Mary's Boarding School; St. Mary's Convent,35.00094444,-96.80997222,TRUE
Klamath Agency / Yainax Boarding School,Klamath Agency / Yainax Boarding School,OR,351,1882 - 1916,,"Goshute, Deer Creek, Snake Creek, Newe, Newenee, Shoshone; Klamath; Modoc from Klamath, Oregon; Paiute, Pi-Ute; Pit River; Snake Indians",0,0,,,Yainax Industrial and Day School; Yainax Training School,42.44133333,-121.2709167,FALSE
